title,year,distributor,worldwide_gross,worldwide_profit_gross,worldwide_adj,worldwide_profit_adj,worldwide_bits,production_budget,production_budget_adj
In the Line of Fire,1993,Castle Rock Entertainment,176997168,136997168,315560665.17658323,244246379.4753378,42042082.660332546,40000000,71314285.7012454
In the Name of the Father,1993,Universal Pictures,65796862,52796862,117306405.37283541,94129262.51993066,15628708.313539192,13000000,23177142.852904752
Jurassic Park,1993,Universal Pictures,920100000,857100000,1640406856.8428972,1528086856.8634355,218551068.88361046,63000000,112319999.97946149
Kalifornia,1993,Propaganda Films,2395231,-6604769,4270354.6963619925,-11775359.58641822,568938.4798099763,9000000,16045714.282780213
Killing Zoe,1993,Live Entertainment,418961,-1081039,746947.6112919868,-1927338.1025047153,99515.67695961996,1500000,2674285.713796702
Last Action Hero,1993,Columbia Pictures Corporation,137298489,52298489,244783591.77238244,93240734.65723598,32612467.695961997,85000000,151542857.11514646
Manhattan Murder Mystery,1993,TriStar Pictures,11285588,-2214412,20120591.173463665,-3947980.2507066554,2680662.2327790973,13500000,24068571.42417032
Menace II Society,1993,New Line Cinema,27900000,24400000,49741714.27661866,43501714.277759686,6627078.3847981,3500000,6239999.9988589715
Executive Decision,1996,Silver Pictures,121969216,66969216,200286291.528409,109970502.05852756,27594845.24886878,55000000,90315789.46988145
Mrs. Doubtfire,1993,Twentieth Century Fox Film Corporation,441286195,416286195,786750244.6561371,742178816.0928588,104818573.63420428,25000000,44571428.56327837
The Next Karate Kid,1994,Columbia Pictures Corporation,15826984,3826984,27433438.92967554,6633438.932448875,3750470.142180095,12000000,20799999.997226667
No Escape,1994,Columbia Pictures Corporation,15340000,-4660000,26589333.32978809,-8077333.332256355,3635071.0900473935,20000000,34666666.66204444
A Perfect World,1993,Malpaso Productions,135130999,105130999,240919266.74451762,187433552.46858358,32097624.465558194,30000000,53485714.27593404
Philadelphia,1993,TriStar Pictures,206678440,180678440,368478132.9611926,322123847.2553831,49092266.033254154,26000000,46354285.705809504
The Piano,1993,New South Wales Film & Television Office,116700000,109700000,208059428.53338343,195579428.53566548,27719714.964370545,7000000,12479999.997717943
Poetic Justice,1993,Columbia Pictures,27515786,13515786,49056715.6024582,24096715.607022315,6535816.1520190025,14000000,24959999.995435886
The Ref,1994,Touchstone Pictures,11439193,439193,19827934.53068961,761267.8665651643,2710709.2417061613,11000000,19066666.664124444
The Remains of the Day,1993,Columbia Pictures,23237911,11737911,41429875.60385282,20927018.464744776,5519693.824228029,11500000,20502857.13910805
Renaissance Man,1994,Cinergi Pictures Entertainment,24332324,-15667676,42176028.2610432,-27157305.06304569,5765953.55450237,40000000,69333333.32408889
RoboCop 3,1993,Orion Pictures,10696210,-11303790,19069814.396512948,-20153042.739172015,2540667.458432304,22000000,39222857.13568497
Robin Hood: Men in Tights,1993,Gaumont,35739755,15739755,63718877.47406284,28061734.623440143,8489252.96912114,20000000,35657142.8506227
Romeo Is Bleeding,1993,Working Title Films,3275585,-8224415,5839900.113217847,-14662957.025890203,778048.6935866984,11500000,20502857.13910805
Rudy,1993,TriStar Pictures,22750363,10750363,40560647.16972606,19166361.459352437,5403886.698337292,12000000,21394285.710373618
Schindler's List,1993,Universal Pictures,321365567,299365567,572948896.4895179,533726039.35383296,76333863.89548694,22000000,39222857.13568497
Serial Mom,1994,Savoy Pictures,7820688,-5179312,13555859.198192552,-8977474.132136337,1853243.6018957347,13000000,22533333.33032889
The Shadow,1994,Universal Pictures,48063435,23063435,83309953.988892,39976620.66133645,11389439.573459717,25000000,43333333.32755555
Sleepless in Seattle,1993,TriStar Pictures,227799884,206799884,406134650.25716394,368694650.26401013,54109236.104513064,21000000,37439999.99315383
Sliver,1993,Paramount Pictures,116300000,76300000,207346285.67637098,136031999.97512558,27624703.087885987,40000000,71314285.7012454
Blade Runner,1982,Shaw Brothers,33139618,5139618,88372314.66666667,13705648,11271978.911564626,28000000,74666666.66666667
So I Married an Axe Murderer,1993,TriStar Pictures,11585483,-8414517,20655261.116223037,-15001881.734399656,2751896.1995249405,20000000,35657142.8506227
Super Mario Bros.,1993,Hollywood Pictures,20915465,-27084535,37289286.16460996,-48287856.67688451,4968043.942992874,48000000,85577142.84149447
Surviving the Game,1994,New Line Cinema,7690013,290013,13329355.864889419,502689.19993297476,1822277.9620853083,7400000,12826666.664956445
Terminal Velocity,1994,Hollywood Pictures,16478900,-33521100,28563426.66285821,-58103239.9922529,3904952.6066350713,50000000,86666666.6551111
The Nightmare Before Christmas,1993,Tim Burton Productions,75634409,57634409,134845346.30677113,102753917.74121071,17965417.81472684,18000000,32091428.565560427
The Three Musketeers,1993,Walt Disney Pictures,53898845,23898845,96093940.78242855,42608226.5064945,12802576.009501187,30000000,53485714.27593404
Tombstone,1993,Hollywood Pictures,56505065,31505065,100740458.72443603,56169030.16115767,13421630.641330166,25000000,44571428.56327837
True Romance,1993,Davis-Films,12281551,-218449,21896250.9217104,-389463.35992878384,2917233.0166270784,12500000,22285714.281639185
The Pagemaster,1994,Twentieth Century Fox Film Corporation,13670688,-13329312,23695859.19684055,-23104140.796919446,3239499.5260663508,27000000,46799999.99376
Home Alone,1990,Twentieth Century Fox Film Corporation,476684675,458684675,935381248.3506556,900060493.6603316,115981672.74939172,18000000,35320754.69032396
Ghost,1990,Paramount Pictures,505000000,483000000,990943395.4785333,947773584.1903595,122871046.22871046,22000000,43169811.28817373
Aladdin,1992,Walt Disney Pictures,504050219,476050219,925080401.7117457,873692166.4297194,121457884.09638554,28000000,51388235.28202629
Terminator 2: Judgment Day,1991,Lightstorm Entertainment,520000000,420000000,983272726.9866843,794181817.9507835,125603864.73429953,100000000,189090909.03590083
Dances with Wolves,1990,Tig Productions,424208848,402208848,832409814.3151623,789240003.0269886,103213831.63017032,22000000,43169811.28817373
Batman,1989,PolyGram Filmed Entertainment,411348924,376348924,855605761.5093092,782805761.5442532,100820814.70588236,35000000,72799999.965056
The Silence of the Lambs,1991,Orion Pictures,272742922,253742922,515732070.54087794,479804797.8240568,65879932.85024155,19000000,35927272.71682116
Beauty and the Beast,1991,Walt Disney Pictures,377350553,352350553,713535590.9196987,666262863.6607236,91147476.57004832,25000000,47272727.25897521
Pretty Woman,1990,Touchstone Pictures,463000000,449000000,908528301.2011106,881056603.1086365,112652068.12652068,14000000,27471698.09247419
Fargo,1996,PolyGram Filmed Entertainment,60611975,53611975,99531243.15370396,88036506.31208268,13713116.515837105,7000000,11494736.841621274
Hellraiser: Bloodline,1996,Miramax Films,16675000,12675000,27382105.262004964,20813684.20964995,3772624.4343891405,4000000,6568421.052355014
Primal Fear,1996,Paramount Pictures,102616183,72616183,168506574.18237868,119243416.28971608,23216330.995475113,30000000,49263157.89266261
Girl 6,1996,Fox Searchlight Pictures,4939939,-7060061,8111899.831237394,-11593363.325827649,1117633.257918552,12000000,19705263.15706504
Courage Under Fire,1996,Twentieth Century Fox Film Corporation,100860818,54860818,165624080.0772369,90087237.97515422,22819189.592760183,46000000,75536842.10208267
Mission: Impossible,1996,Paramount Pictures,457696359,377696359,751585600.0104595,620217178.9633594,103551212.44343892,80000000,131368421.04710029
DragonHeart,1996,Universal Pictures,115267375,58267375,189281163.14992502,95681163.15386607,26078591.628959276,57000000,93599999.99605896
James and the Giant Peach,1996,Walt Disney Pictures,28921264,-9078736,47491759.829579294,-14908240.167793337,6543272.398190046,38000000,62399999.997372635
Faithful,1996,New Line Cinema,9789900,-3210100,16076046.315112589,-5271322.105041208,2214909.5022624433,13000000,21347368.420153797
Space Jam,1996,Warner Bros. Family Entertainment,250200000,170200000,410854736.82480615,279486315.77770585,56606334.84162896,80000000,131368421.04710029
Mrs. Winterbourne,1996,TriStar Pictures,10070000,-14930000,16535999.999303749,-24516631.57791509,2278280.5429864256,25000000,41052631.57721884
The Quest,1996,Universal Pictures,57400547,27400547,94257740.33287336,44994582.44021076,12986549.095022624,30000000,49263157.89266261
Oliver & Company,1988,Walt Disney Pictures,74151346,43151346,160661249.50600544,93494582.90650542,18584297.24310777,31000000,67166666.5995
Flipper,1996,Universal Pictures,20080020,-5449980,32973506.524927434,-8949440.841728445,4542990.9502262445,25530000,41922947.36665588
Le Hussard sur le toit,1995,France 2 Cinéma,15000000,-20000000,25297297.29510942,-33729729.726812564,3448275.862068966,35000000,59027027.021921985
The Craft,1996,Columbia Pictures,24769466,9769466,40674070.48249794,16042491.536166633,5603951.583710407,15000000,24631578.946331304
Original Gangstas,1996," Boy Productions""]",3014000,-1786000,4949305.262949503,-2932799.999876514,681900.4524886878,4800000,7882105.262826017
The Rock,1996,Hollywood Pictures,335062621,260062621,550208093.4084123,427050198.6767558,75806022.85067873,75000000,123157894.73165652
Twister,1996,Universal Pictures,494471524,402471524,811974292.0079169,660900607.8037516,111871385.52036199,92000000,151073684.20416534
The Arrival,1996,Live Entertainment,14048372,-10951628,23068905.59902868,-17983725.97819016,3178364.705882353,25000000,41052631.57721884
The Phantom,1996,Paramount Pictures,17300889,-27699111,28409880.88301432,-45484855.955979586,3914228.2805429865,45000000,73894736.8389939
Striptease,1996,Columbia Pictures,113309743,63309743,186066525.33953404,103961262.18509637,25635688.46153846,50000000,82105263.15443768
Jack,1996,American Zoetrope,58620973,13620973,96261808.29068372,22367071.45168981,13262663.574660635,45000000,73894736.8389939
Trainspotting,1996,Miramax Films,16491080,12491080,27080089.262017682,20511668.20966267,3731013.5746606337,4000000,6568421.052355014
Independence Day,1996,Twentieth Century Fox Film Corporation,816969268,741969268,1341549534.7645664,1218391640.0329099,184834676.01809955,75000000,123157894.73165652
The Fan,1996,TriStar Pictures,18626419,-36373581,30586540.672396358,-59729248.79748509,4214121.945701358,55000000,90315789.46988145
The Hunchback of Notre Dame,1996,Walt Disney Pictures,100138851,138851,164438534.2667605,228007.9578851365,22655848.642533936,100000000,164210526.30887535
The Cable Guy,1996,Columbia Pictures Corporation,102825796,55825796,168850780.7928905,91671833.42771909,23263754.75113122,47000000,77178947.36517142
Kingpin,1996,Motion Picture Corporation of America,25023434,-1976566,41091112.67195406,-3245729.4314422854,5661410.407239819,27000000,44336842.10339635
Eraser,1996,Kopelson Entertainment,242295562,142295562,397874817.5832474,233664291.27437204,54818000.45248869,100000000,164210526.30887535
The Nutty Professor,1996,Imagine Entertainment,128769345,74769345,211452819.14899147,122779134.94219878,29133335.97285068,54000000,88673684.2067927
Daylight,1996,Universal Pictures,159212469,79212469,261443633.29425502,130075212.24715474,36020920.5882353,80000000,131368421.04710029
The Frighteners,1996,WingNut Films,29359216,-640784,48210923.11375954,-1052234.7789030639,6642356.561085973,30000000,49263157.89266261
Lone Star,1996,Castle Rock Entertainment,13269963,8269963,21790676.083293024,13580149.767849257,3002254.07239819,5000000,8210526.315443768
Phenomenon,1996,Touchstone Pictures,152036382,120036382,249659743.06317222,197112374.6443321,34397371.49321267,32000000,52547368.41884011
She's the One,1996,Fox Searchlight Pictures,9482579,5982579,15571392.883554889,9824024.462744253,2145379.864253394,3500000,5747368.420810637
A Time to Kill,1996,Regency Enterprises,152266007,112266007,250036811.484209,184352600.96065885,34449322.850678734,40000000,65684210.523550145
Fled,1996,Metro-Goldwyn-Mayer (MGM),17193231,-7806769,28233095.114600714,-12819536.462618126,3889871.2669683257,25000000,41052631.57721884
The First Wives Club,1996,Scott Rudin Productions,116400000,90400000,191141052.62353092,148446315.78322333,26334841.628959276,26000000,42694736.84030759
Ransom,1996,Touchstone Pictures,309492681,229492681,508219560.35754865,376851139.3104484,70020968.5520362,80000000,131368421.04710029
Chain Reaction,1996,Twentieth Century Fox Film Corporation,60209334,10209334,98870064.24846864,16764801.094030956,13622021.266968327,50000000,82105263.15443768
Matilda,1996,Jersey Films,33459416,-2540584,54943883.11347605,-4171906.3577190777,7570003.619909503,36000000,59115789.47119513
Emma,1996,Miramax Films,22231658,16231658,36506722.608989194,26654091.03045667,5029786.877828054,6000000,9852631.57853252
The Crow: City of Angels,1996,Miramax Films,17917287,4917287,29422071.282971703,8074702.862817908,4053684.8416289594,13000000,21347368.420153797
Bordello of Blood,1996,Universal Pictures,5600000,-9400000,9195789.47329702,-15435789.473034283,1266968.325791855,15000000,24631578.946331304
The Spitfire Grill,1996,Castle Rock Entertainment,12643776,6643776,20762411.114915267,10909779.536382746,2860582.805429864,6000000,9852631.57853252
Escape from L.A.,1996,Paramount Pictures,42277365,-7722635,69423883.57602426,-12681379.578413416,9565014.705882354,50000000,82105263.15443768
Basquiat,1996,Miramax,3011195,49144,4944699.157686539,80699.6210492337,681265.8371040724,2962051,4863999.536637305
Tin Cup,1996,Regency Enterprises,53854588,8854588,88434902.39627643,14540165.55728252,12184295.92760181,45000000,73894736.8389939
Bound,1996,Dino De Laurentiis Company,7011317,2511317,11513320.54688365,4123846.862984259,1586270.8144796381,4500000,7389473.683899391
The Relic,1997,Paramount Pictures,33956608,-26043392,54330572.8,-41669427.2,7397953.812636166,60000000,96000000
The Island of Dr. Moreau,1996,New Line Cinema,49627779,9627779,81494037.09130552,15809826.567755377,11228004.298642535,40000000,65684210.523550145
Bulletproof,1996,Universal Pictures,22611954,-2388046,37131208.672120795,-3921422.9050980457,5115826.69683258,25000000,41052631.57721884
Halloween: The Curse of Michael Myers,1995,Miramax Films,15116634,10116634,25493998.959957276,17061566.528254133,3475088.2758620693,5000000,8432432.431703141
Maximum Risk,1996,Columbia Pictures,51702483,26702483,84900919.4490568,43848287.871837966,11697394.343891403,25000000,41052631.57721884
Michael Collins,1996,Geffen Pictures,16900000,-11100000,27751578.946199935,-18227368.420285165,3823529.411764706,28000000,45978947.3664851
Last Man Standing,1996,New Line Cinema,47267001,-19732999,77617391.11252138,-32403661.51442511,10693891.628959276,67000000,110021052.6269465
Set It Off,1996,New Line Cinema,41590886,32590886,68296612.79712436,53517665.42932557,9409702.714932127,9000000,14778947.367798783
Extreme Measures,1996,Columbia Pictures,17380126,-20619874,28539996.377745684,-33860003.61962695,3932155.2036199095,38000000,62399999.997372635
The Chamber,1996,Imagine Entertainment,22540359,-27459641,37013642.145809956,-45091621.00862772,5099628.733031674,50000000,82105263.15443768
Cool Runnings,1993,Walt Disney,154864401,140864401,276101103.4466558,251141103.45121992,36784893.34916864,14000000,24959999.995435886
Robin Hood: Prince of Thieves,1991,Warner Bros.,390493908,342493908,738388480.3670143,647624844.0297818,94322200,48000000,90763636.3372324
The Fox and the Hound,1981,Walt Disney Productions,29800000,17800000,84523636.25913441,50487272.6648521,10719424.460431656,12000000,34036363.594282314
Die Hard,1988,Twentieth Century Fox Film Corporation,140767956,112767956,304997237.6950028,244330571.08900276,35280189.47368421,28000000,60666666.606
The Lawnmower Man,1992,New Line Cinema,32101000,22101000,58914776.45672593,40561835.28457368,7735180.722891565,10000000,18352941.172152247
Secrets & Lies,1996,Channel Four Films,13417292,8917292,22032605.80959863,14643132.125699237,3035586.425339367,4500000,7389473.683899391
Surviving Picasso,1996,Merchant Ivory Productions,1985001,-14014999,3259580.589336439,-23014103.62008362,449095.2488687783,16000000,26273684.209420055
The Long Kiss Goodnight,1996,New Line Cinema,89456761,24456761,146897418.05697274,40160575.956203766,20239086.199095022,65000000,106736842.10076898
The Ghost and the Darkness,1996,Constellation Films,75000000,25000000,123157894.73165652,41052631.57721884,16968325.791855205,50000000,82105263.15443768
Get on the Bus,1996,Columbia Pictures,5731103,3331103,9411074.399603745,5470021.768190736,1296629.6380090497,2400000,3941052.6314130086
Shadow Conspiracy,1997,Hollywood Pictures,2154540,-42845460,3447264,-68552736,469398.69281045755,45000000,72000000
Jude,1996,Revolution Films,405000,-6595000,665052.6315509452,-10829684.210070329,91628.9592760181,7000000,11494736.841621274
Romeo + Juliet,1996,Bazmark Films,147298761,132798761,241880070.68455243,218069544.36976552,33325511.53846154,14500000,23810526.314786926
Sleepers,1996,Propaganda Films,165615285,121615285,271957731.1464439,199705099.57053873,37469521.49321267,44000000,72252631.57590516
A Fish Called Wanda,1988,Metro-Goldwyn-Mayer (MGM),62493712,54993712,135403042.53126362,119153042.54751363,15662584.461152881,7500000,16249999.98375
Dirty Dancing,1987,Great American Films Limited Partnership,213954274,207954274,483722706.7712854,470157489.3705444,54719763.17135549,6000000,13565217.400741022
Reservoir Dogs,1992,Live Entertainment,14661007,13461007,26907259.89955123,24704906.95889296,3532772.771084337,1200000,2202352.94065827
Platoon,1986,Orion Pictures,138530565,132530565,324973957.2075016,310898769.22826385,37339774.93261456,6000000,14075187.979237719
Weekend at Bernie's,1989,Gladden Entertainment,30218387,23718387,62854244.92982996,49334244.93631956,7406467.401960785,6500000,13519999.993510399
Basic Instinct,1992,TriStar Pictures,352927224,303927224,647725258.0122999,557795846.2687539,85042704.57831325,49000000,89929411.74354601
The Doors,1991,Imagine Entertainment,34416893,-3583107,65079215.83561332,-6775329.598028995,8313259.178743962,38000000,71854545.43364231
The Crying Game,1992,Miramax Films,62548947,58843409,114795714.46710688,107994962.37458941,15072035.421686746,3705538,6800752.092517469
Glengarry Glen Ross,1992,New Line Cinema,10725228,-1774772,19683947.85419201,-3257228.610998299,2584392.2891566264,12500000,22941176.46519031
Sophie's Choice,1982,Keith Barish Productions,30036000,18036000,80096000,48096000,10216326.530612245,12000000,32000000
E.T. the Extra-Terrestrial,1982,Universal Pictures,792965326,782465326,2114574202.6666667,2086574202.6666667,269716097.2789116,10500000,28000000
Days of Thunder,1990,Paramount Pictures,157920733,97920733,309882192.8227304,192146343.85498387,38423536.00973236,60000000,117735848.96774653
Top Gun,1986,Paramount Pictures,356830601,341830601,837076297.6365618,801888327.6884675,96180754.98652291,15000000,35187969.94809429
The Funeral,1996,C&P Productions,1227324,-11272676,2015395.1999151413,-18510920.58869428,277675.11312217196,12500000,20526315.78860942
The People vs. Larry Flynt,1996,Sony Pictures,20300385,-15699615,33335369.051227987,-25780420.41996714,4592847.285067873,36000000,59115789.47119513
Drop Dead Fred,1991,PolyGram Filmed Entertainment,13878334,7090334,26242667.919638496,13407177.014281549,3352254.589371981,6788000,12835490.905356947
The Abyss,1989,Twentieth Century Fox Film Corporation,90000098,20000098,187200203.7501439,41600203.8200319,22058847.54901961,70000000,145599999.930112
The Fog,1980,AVCO Embassy Pictures,21378361,20378361,66700486.21861526,63580486.22335766,7947346.096654275,1000000,3119999.9952575997
Escape from New York,1981,AVCO Embassy Pictures,50244700,44244700,142512239.82380304,125494058.02666189,18073633.093525182,6000000,17018181.797141157
The Howling,1981,AVCO Embassy Pictures,17985893,16985893,51014532.80965476,48178169.1767979,6469745.683453238,1000000,2836363.6328568594
Bad Moon,1996,Morgan Creek Productions,1100000,-5900000,1806315.789397629,-9688421.052223645,248868.778280543,7000000,11494736.841621274
The English Patient,1996,Miramax Films,231976425,204976425,380929708.4050135,336592866.30161715,52483354.07239819,27000000,44336842.10339635
Strictly Ballroom,1992,Beyond Films,33946224,30946224,62301305.20887028,56795422.8572246,8179813.012048192,3000000,5505882.351645675
The Empire Strikes Back,1980,Lucasfilm,538400000,520400000,1679807997.4466918,1623647997.5320551,200148698.88475838,18000000,56159999.9146368
The Princess Bride,1987,Act III Communications,30857814,14857814,69765492.57027166,33591579.50162893,7892024.040920716,16000000,36173913.06864272
Raiders of the Lost Ark,1981,Lucasfilm,389925971,371925971,1105971843.6507983,1054917298.259375,140261140.64748204,18000000,51054545.39142347
Aliens,1986,Twentieth Century Fox Film Corporation,183316455,164816455,430035593.96874535,386637097.69942904,49411443.39622641,18500000,43398496.2693163
Return of the Jedi,1983,Lucasfilm,572700000,540350000,1476714048.9033391,1393299172.9088864,181809523.80952382,32350000,83414875.99445263
GoodFellas,1990,Winkler Films,46836394,21836394,91905376.83629782,42848773.09973677,11395716.301703162,25000000,49056603.73656105
The Blues Brothers,1980,Universal Pictures,115229890,88229890,359517256.2535338,275277256.38157856,42836390.334572494,27000000,84239999.8719552
Full Metal Jacket,1987,Stanley Kubrick Productions,46357676,29357676,104808658.85551907,66373876.22008618,11856183.120204603,17000000,38434782.63543289
Amadeus,1984,Warner Bros.,51973029,33973029,128695119.3795447,84123690.82509573,15468163.392857144,18000000,44571428.55444898
Raging Bull,1980,United Artists,23000000,5000000,71759999.8909248,15599999.976288,8550185.873605948,18000000,56159999.9146368
The Right Stuff,1983,Warner Bros.,21500000,-5500000,55438016.50326836,-14181818.175254697,6825396.825396826,27000000,69619834.67852305
The Terminator,1984,Orion Pictures,78371200,71971200,194062018.97369066,178214399.9321088,23324761.904761907,6400000,15847619.04158186
Glory,1989,TriStar Pictures,26828365,8828365,55802999.173214555,18362999.19118576,6575579.656862745,18000000,37439999.9820288
Miller's Crossing,1990,Twentieth Century Fox Film Corporation,5080409,-8919591,9969104.445306337,-17502593.647167854,1236109.2457420924,14000000,27471698.09247419
Dead Poets Society,1989,Touchstone Pictures,235860116,219460116,490589041.0445172,456477041.060891,57808851.960784316,16400000,34111999.98362624
The Shining,1980,Hawk Films,44017374,25017374,137334206.671252,78054206.7613576,16363336.059479555,19000000,59279999.9098944
Stand by Me,1986,Columbia Pictures,52287414,44287414,122659196.83303766,103892279.52738738,14093642.587601079,8000000,18766917.30565029
Evil Dead II,1987,Renaissance Films,5923044,2323044,13391229.922359116,5252099.481914504,1514845.0127877237,3600000,8139130.440444613
Groundhog Day,1993,Columbia Pictures,70906973,56306973,126417003.26831232,100387288.98735775,16842511.40142518,14600000,26029714.28095457
Unforgiven,1992,Malpaso Productions,159157447,145157447,292100726.19009393,266406608.5490808,38351192.04819277,14000000,25694117.641013145
